# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	879524	880057	+	ACI22073.1			NADH-quinone oxidoreductase chain c			THEYE_A0913	534	177	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	880047	881240	+					nuoD1		THEYE_A0914	1194		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	880047	881240	+	ACI21235.1			NADH dehydrogenase i, d subunit	nuoD1		THEYE_A0914	1194	397	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	881240	882241	+							THEYE_A0915	1002		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	881240	882241	+	ACI21783.1			NADH-quinone oxidoreductase chain h			THEYE_A0915	1002	333	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	882248	882844	+							THEYE_A0916	597		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	882248	882844	+	ACI21179.1			NADH-ubiquinone oxidoreductase 23 kda subunit			THEYE_A0916	597	198	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	882828	883340	+							THEYE_A0917	513		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	882828	883340	+	ACI21411.1			NADH-ubiquinone oxidoreductase chain 6			THEYE_A0917	513	170	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	883337	883639	+							THEYE_A0918	303		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	883337	883639	+	ACI22118.1			NADH-quinone oxidoreductase chain k			THEYE_A0918	303	100	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	883641	885533	+							THEYE_A0919	1893		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	883641	885533	+	ACI21670.1			NADH-quinone oxidoreductase chain l			THEYE_A0919	1893	630	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	885543	887159	+							THEYE_A0920	1617		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	885543	887159	+	ACI20449.1			NADH-quinone oxidoreductase chain m			THEYE_A0920	1617	538	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	887156	888532	+							THEYE_A0921	1377		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	887156	888532	+	ACI21104.1			NADH-quinone oxidoreductase chain n			THEYE_A0921	1377	458	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	888613	889701	+							THEYE_A0922	1089		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	888613	889701	+	ACI21733.1			efflux transporter, RND family, MFP subunit			THEYE_A0922	1089	362	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	889703	892786	+							THEYE_A0923	3084		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	889703	892786	+	ACI20216.1			AcrB/AcrD/AcrF family protein			THEYE_A0923	3084	1027	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	892824	893306	+							THEYE_A0924	483		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	892824	893306	+	ACI20471.1			conserved protein			THEYE_A0924	483	160	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	893303	894313	-							THEYE_A0925	1011		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	893303	894313	-	ACI22054.1			MoaA/nifB/pqqE family protein			THEYE_A0925	1011	336	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	894310	894558	-							THEYE_A0926	249		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	894310	894558	-	ACI21271.1			hypothetical protein			THEYE_A0926	249	82	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	894951	895667	+							THEYE_A0927	717		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	894951	895667	+	ACI20237.1			SAM-dependent methyltransferase			THEYE_A0927	717	238	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	895712	896692	+							THEYE_A0928	981		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	895712	896692	+	ACI21666.1			oligopeptide transport system permease protein AppB			THEYE_A0928	981	326	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	896685	897524	+							THEYE_A0929	840		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	896685	897524	+	ACI20536.1			oligopeptide transport system permease protein AppC			THEYE_A0929	840	279	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	897538	898416	-					lpxC		THEYE_A0930	879		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	897538	898416	-	ACI21911.1			UDP-3-0-acyl N-acetylglucosamine deacetylase	lpxC		THEYE_A0930	879	292	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	898528	899883	-							THEYE_A0931	1356		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	898528	899883	-	ACI20474.1			protein TldD			THEYE_A0931	1356	451	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	899919	901562	-					recN		THEYE_A0932	1644		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	899919	901562	-	ACI21599.1			DNA repair protein RecN	recN		THEYE_A0932	1644	547	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	901595	902470	-					dapA		THEYE_A0933	876		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	901595	902470	-	ACI20398.1			dihydrodipicolinate synthase	dapA		THEYE_A0933	876	291	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	902557	903066	+							THEYE_A0934	510		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	902557	903066	+	ACI21067.1			NADPH-flavin oxidoreductase			THEYE_A0934	510	169	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	903126	903371	-							THEYE_A0935	246		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	903126	903371	-	ACI21458.1			hypothetical protein			THEYE_A0935	246	81	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	903630	904784	+							THEYE_A0936	1155		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	903630	904784	+	ACI20845.1			soluble hydrogenase 42 kDa subunit			THEYE_A0936	1155	384	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	904781	906370	+					serA		THEYE_A0937	1590		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	904781	906370	+	ACI21985.1			D-3-phosphoglycerate dehydrogenase	serA		THEYE_A0937	1590	529	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	906395	907672	+					purA		THEYE_A0938	1278		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	906395	907672	+	ACI20295.1			adenylosuccinate synthetase	purA		THEYE_A0938	1278	425	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	907641	908300	+							THEYE_A0939	660		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	907641	908300	+	ACI21475.1			phosphoribosyltransferase			THEYE_A0939	660	219	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	908297	909211	-							THEYE_A0940	915		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	908297	909211	-	ACI21319.1			membrane protein, putative			THEYE_A0940	915	304	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	909274	909522	-							THEYE_A0941	249		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	909274	909522	-	ACI20800.1			redox-active disulfide protein 2			THEYE_A0941	249	82	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	909558	911351	-							THEYE_A0942	1794		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	909558	911351	-	ACI22186.1			conserved protein			THEYE_A0942	1794	597	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	911344	911997	-					trpF		THEYE_A0943	654		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	911344	911997	-	ACI21048.1			N-(5'phosphoribosyl)anthranilate isomerase	trpF		THEYE_A0943	654	217	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	911997	912431	-							THEYE_A0944	435		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	911997	912431	-	ACI20375.1			conserved hypothetical protein			THEYE_A0944	435	144	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	912444	913442	-					rfaF		THEYE_A0945	999		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	912444	913442	-	ACI21302.1			lipopolysaccharide heptosyltransferase II	rfaF		THEYE_A0945	999	332	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	913435	914874	-							THEYE_A0946	1440		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	913435	914874	-	ACI20222.1			ADP-heptose--LPS heptosyltransferase II			THEYE_A0946	1440	479	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	914927	915166	+							THEYE_A0947	240		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	914927	915166	+	ACI21695.1			hypothetical protein			THEYE_A0947	240	79	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	915167	916099	+							THEYE_A0948	933		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	915167	916099	+	ACI20182.1			DppF			THEYE_A0948	933	310	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	916134	916280	-							THEYE_A0949	147		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	916134	916280	-	ACI21864.1			hypothetical protein			THEYE_A0949	147	48	
gene	rRNA	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	916471	917963	+					rrs		THEYE_A0950	1493		
rRNA		GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	916471	917963	+				16S ribosomal RNA	rrs		THEYE_A0950	1493		
gene	rRNA	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	918073	921028	+					rrl		THEYE_A0951	2956		
rRNA		GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	918073	921028	+				23S ribosomal RNA	rrl		THEYE_A0951	2956		
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	921190	922629	+							THEYE_A0953	1440		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	921190	922629	+	ACI20531.1			RNA polymerase sigma factor RpoD			THEYE_A0953	1440	479	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	922626	924452	+							THEYE_A0954	1827		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	922626	924452	+	ACI21679.1			transketolase			THEYE_A0954	1827	608	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	926497	927678	-							THEYE_A0955	1182		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	926497	927678	-	ACI21178.1			conserved hypothetical protein			THEYE_A0955	1182	393	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	927675	928862	-							THEYE_A0956	1188		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	927675	928862	-	ACI20244.1			protein TolB, putative			THEYE_A0956	1188	395	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	928859	929491	-							THEYE_A0957	633		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	928859	929491	-	ACI20912.1			hypothetical protein			THEYE_A0957	633	210	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	929488	929892	-							THEYE_A0958	405		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	929488	929892	-	ACI21831.1			TolR protein			THEYE_A0958	405	134	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	929880	930509	-							THEYE_A0959	630		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	929880	930509	-	ACI22061.1			TolQ protein			THEYE_A0959	630	209	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	930644	931492	+							THEYE_A0960	849		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	930644	931492	+	ACI20817.1			peptidase, M48 family			THEYE_A0960	849	282	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	931492	931989	+					purE		THEYE_A0961	498		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	931492	931989	+	ACI20259.1			phosphoribosylaminoimidazole carboxylase, catalytic subunit	purE		THEYE_A0961	498	165	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	932195	932500	+							THEYE_A0962	306		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	932195	932500	+	ACI21431.1			conserved hypothetical protein			THEYE_A0962	306	101	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	932497	933636	+							THEYE_A0963	1140		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	932497	933636	+	ACI21544.1			carbohydrate-selective porin, OprB family			THEYE_A0963	1140	379	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	933656	933883	+							THEYE_A0964	228		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	933656	933883	+	ACI20638.1			FeoA family protein			THEYE_A0964	228	75	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	933880	934107	+							THEYE_A0965	228		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	933880	934107	+	ACI21002.1			conserved domain protein			THEYE_A0965	228	75	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	934104	936302	+					feoB1		THEYE_A0966	2199		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	934104	936302	+	ACI22082.1			ferrous iron transport protein B	feoB1		THEYE_A0966	2199	732	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	936729	937127	+							THEYE_A0967	399		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	936729	937127	+	ACI21194.1			manganese-dependent transcription regulator			THEYE_A0967	399	132	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	937156	938064	-							THEYE_A0968	909		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	937156	938064	-	ACI21341.1			cysteine synthase B (O-acetylserine sulfhydrylase B) (O-acetylserine (Thiol)-lyase B)			THEYE_A0968	909	302	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	938078	938806	-					thyX		THEYE_A0969	729		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	938078	938806	-	ACI21576.1			thymidylate synthase, flavin-dependent	thyX		THEYE_A0969	729	242	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	938803	939378	-					hisB		THEYE_A0970	576		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	938803	939378	-	ACI21811.1			imidazoleglycerol-phosphate dehydratase	hisB		THEYE_A0970	576	191	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	939381	940439	-					hisC1		THEYE_A0971	1059		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	939381	940439	-	ACI20885.1			histidinol-phosphate aminotransferase	hisC1		THEYE_A0971	1059	352	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	940508	941296	+							THEYE_A0972	789		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	940508	941296	+	ACI21776.1			probable inorganic polyphosphate/ATP-NAD kinase (Poly(P)/ATP NAD kinase)			THEYE_A0972	789	262	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	941300	942199	+							THEYE_A0973	900		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	941300	942199	+	ACI20208.1			cation efflux family protein			THEYE_A0973	900	299	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	942713	943579	+							THEYE_A0974	867		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	942713	943579	+	ACI21369.1			tetratricopeptide repeat domain protein			THEYE_A0974	867	288	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	943581	945131	-							THEYE_A0975	1551		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	943581	945131	-	ACI21410.1			TPR domain protein			THEYE_A0975	1551	516	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	945128	945610	-							THEYE_A0976	483		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	945128	945610	-	ACI20448.1			ErfK/YbiS/YcfS/YnhG			THEYE_A0976	483	160	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	945597	946394	-							THEYE_A0977	798		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	945597	946394	-	ACI21697.1			S-methyl-5-thioadenosine phosphorylase			THEYE_A0977	798	265	
gene	tRNA	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	946402	946478	-							THEYE_A0978	77		
tRNA		GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	946402	946478	-				tRNA-Arg			THEYE_A0978	77		
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	946499	946867	-							THEYE_A0979	369		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	946499	946867	-	ACI21832.1			GTP cyclohydrolase I family enzyme			THEYE_A0979	369	122	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	946880	947803	-					hemH		THEYE_A0980	924		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	946880	947803	-	ACI21686.1			ferrochelatase	hemH		THEYE_A0980	924	307	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	947796	948365	-							THEYE_A0981	570		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	947796	948365	-	ACI20508.1			phenylacrylic acid decarboxylase			THEYE_A0981	570	189	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	948442	949299	+							THEYE_A0982	858		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	948442	949299	+	ACI20703.1			3-hydroxyisobutyrate dehydrogenase			THEYE_A0982	858	285	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	949312	950163	-							THEYE_A0983	852		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	949312	950163	-	ACI21248.1			2-oxoacid:ferredoxin oxidoreductase subunit beta			THEYE_A0983	852	283	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	950141	951856	-							THEYE_A0984	1716		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	950141	951856	-	ACI21005.1			2-oxoglutarate ferredoxin oxidoreductase alpha subunit			THEYE_A0984	1716	571	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	951856	952479	-							THEYE_A0985	624		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	951856	952479	-	ACI22175.1			dissimilatory siroheme-sulfite reductase, gamma subunit-like protein			THEYE_A0985	624	207	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	952489	953067	-							THEYE_A0986	579		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	952489	953067	-	ACI20791.1			superoxide dismutase			THEYE_A0986	579	192	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	953440	953907	-							THEYE_A0987	468		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	953440	953907	-	ACI21504.1			hydrogenase maturation protease HycI			THEYE_A0987	468	155	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	953894	954364	-							THEYE_A0988	471		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	953894	954364	-	ACI21857.1			hydrogenase-4 component I			THEYE_A0988	471	156	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	954375	955832	-							THEYE_A0989	1458		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	954375	955832	-	ACI20701.1			Na+/H+ antiporter subunit, putative			THEYE_A0989	1458	485	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	955829	956473	-							THEYE_A0990	645		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	955829	956473	-	ACI22078.1			hypothetical protein			THEYE_A0990	645	214	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	956475	957389	-							THEYE_A0991	915		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	956475	957389	-	ACI20361.1			hydrogenase 4, component C or formate hydrogen lyase, subunit 4			THEYE_A0991	915	304	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	957389	959449	-							THEYE_A0992	2061		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	957389	959449	-	ACI21238.1			hydrogenase 4, component B or formate hydrogen lyase, subunit 3, putative			THEYE_A0992	2061	686	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	959450	960901	-							THEYE_A0993	1452		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	959450	960901	-	ACI21227.1			hydrogenase-4 component D			THEYE_A0993	1452	483	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	960911	961399	-							THEYE_A0994	489		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	960911	961399	-	ACI22142.1			NAD(P)H-quinone oxidoreductase chain I, (NAD(P)H dehydrogenase, chain I)			THEYE_A0994	489	162	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	961392	963017	-							THEYE_A0995	1626		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	961392	963017	-	ACI21046.1			hydrogenase-4 component G			THEYE_A0995	1626	541	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	963395	963979	+							THEYE_A0996	585		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	963395	963979	+	ACI21970.1			conserved hypothetical protein			THEYE_A0996	585	194	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	964022	964615	+							THEYE_A0997	594		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	964022	964615	+	ACI21767.1			tetratricopeptide repeat family protein			THEYE_A0997	594	197	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	964612	965916	-							THEYE_A0998	1305		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	964612	965916	-	ACI20496.1			UDP-glucose 6-dehydrogenase			THEYE_A0998	1305	434	
gene	tRNA	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	966350	966429	-							THEYE_A0999	80		
tRNA		GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	966350	966429	-				tRNA-Glu			THEYE_A0999	80		
gene	tRNA	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	966432	966509	-							THEYE_A1000	78		
tRNA		GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	966432	966509	-				tRNA-Lys			THEYE_A1000	78		
gene	tRNA	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	966576	966653	-							THEYE_A1001	78		
tRNA		GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	966576	966653	-				tRNA-Phe			THEYE_A1001	78		
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	966868	969000	-							THEYE_A1002	2133		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	966868	969000	-	ACI20270.1			amylopullulanase			THEYE_A1002	2133	710	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	968997	969326	-							THEYE_A1003	330		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	968997	969326	-	ACI21344.1			septum formation initiator family protein			THEYE_A1003	330	109	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	969328	970608	-					eno		THEYE_A1004	1281		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	969328	970608	-	ACI22044.1			phosphopyruvate hydratase	eno		THEYE_A1004	1281	426	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	970634	971833	-							THEYE_A1005	1200		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	970634	971833	-	ACI21180.1			membrane protein, putative			THEYE_A1005	1200	399	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	971830	973197	-					lpdA		THEYE_A1006	1368		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	971830	973197	-	ACI21245.1			dihydrolipoamide dehydrogenase	lpdA		THEYE_A1006	1368	455	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	973194	973586	-					gcvH		THEYE_A1007	393		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	973194	973586	-	ACI20378.1			glycine cleavage system H protein	gcvH		THEYE_A1007	393	130	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	973706	974956	-					murA		THEYE_A1008	1251		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	973706	974956	-	ACI21379.1			UDP-N-acetylglucosamine 1-carboxyvinyltransferase	murA		THEYE_A1008	1251	416	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	974995	977103	+							THEYE_A1009	2109		
