# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	644738	645346	-	WP_010866114.1	WP_010866114.1		adenylate kinase		1445051	APE_RS03575	609	202	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	645349	646722	-					secY	1445052	APE_RS03580	1374		old_locus_tag=APE0983,APE_0983.1
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	645349	646722	-	WP_010866115.1	WP_010866115.1		preprotein translocase subunit SecY	secY	1445052	APE_RS03580	1374	457	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	647069	648070	+						1445053	APE_RS03585	1002		old_locus_tag=APE0985,APE_0985.1
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	647069	648070	+	WP_010866116.1	WP_010866116.1		hypothetical protein		1445053	APE_RS03585	1002	333	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	648264	648911	+						1445054	APE_RS03590	648		old_locus_tag=APE0986,APE_0986.1
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	648264	648911	+	WP_148679280.1	WP_148679280.1		3,4-dihydroxy-2-butanone 4-phosphate synthase		1445054	APE_RS03590	648	215	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	648886	649353	+					ribC	1445055	APE_RS03595	468		old_locus_tag=APE0988,APE_0988
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	648886	649353	+	WP_010866118.1	WP_010866118.1		riboflavin synthase	ribC	1445055	APE_RS03595	468	155	
gene	pseudogene	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	649439	650541	+						1445057	APE_RS03600	1103		pseudo;old_locus_tag=APE0989,APE_0989.1
CDS	without_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	649439	650541	+				RNA-guided pseudouridylation complex pseudouridine synthase subunit Cbf5		1445057	APE_RS03600	1103		pseudo
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	650556	651299	+						1445058	APE_RS03605	744		old_locus_tag=APE0993,APE_0993.1
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	650556	651299	+	WP_148678985.1	WP_148678985.1		purine-nucleoside phosphorylase		1445058	APE_RS03605	744	247	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	651259	652134	+						1445059	APE_RS03610	876		old_locus_tag=APE0994,APE_0994
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	651259	652134	+	WP_148678986.1	WP_148678986.1		hypothetical protein		1445059	APE_RS03610	876	291	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	652096	653442	-						1445060	APE_RS03615	1347		old_locus_tag=APE0996,APE_0996.1
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	652096	653442	-	WP_010866122.1	WP_010866122.1		glycerate kinase		1445060	APE_RS03615	1347	448	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	653787	654242	-						1445061	APE_RS03625	456		old_locus_tag=APE1000,APE_1000.1
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	653787	654242	-	WP_010866124.1	WP_010866124.1		LEA type 2 family protein		1445061	APE_RS03625	456	151	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	654283	655446	-						1445062	APE_RS03630	1164		old_locus_tag=APE1001,APE_1001.1
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	654283	655446	-	WP_010866125.1	WP_010866125.1		DUF2029 domain-containing protein		1445062	APE_RS03630	1164	387	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	655464	657056	-						1445064	APE_RS03635	1593		old_locus_tag=APE1003,APE_1003.1
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	655464	657056	-	WP_010866126.1	WP_010866126.1		M28 family peptidase		1445064	APE_RS03635	1593	530	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	657145	658074	+						1445066	APE_RS03640	930		old_locus_tag=APE1007,APE_1007.1
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	657145	658074	+	WP_010866127.1	WP_010866127.1		hypothetical protein		1445066	APE_RS03640	930	309	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	658128	658400	+						1445068	APE_RS03645	273		old_locus_tag=APE_1007a,APES041
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	658128	658400	+	WP_010866128.1	WP_010866128.1		hypothetical protein		1445068	APE_RS03645	273	90	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	658432	658962	-						1445069	APE_RS03650	531		old_locus_tag=APE1009,APE_1009.1
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	658432	658962	-	WP_158298237.1	WP_158298237.1		DUF371 domain-containing protein		1445069	APE_RS03650	531	176	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	659066	659848	+						1445071	APE_RS03655	783		old_locus_tag=APE1011,APE_1011.1
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	659066	659848	+	WP_010866130.1	WP_010866130.1		protein-L-isoaspartate(D-aspartate) O-methyltransferase		1445071	APE_RS03655	783	260	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	659992	660504	-						1445072	APE_RS03660	513		old_locus_tag=APE1013,APE_1013.1
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	659992	660504	-	WP_010866131.1	WP_010866131.1		type IV pilin		1445072	APE_RS03660	513	170	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	660661	661542	-						1445073	APE_RS03665	882		old_locus_tag=APE1014,APE_1014.1
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	660661	661542	-	WP_148678990.1	WP_148678990.1		hypothetical protein		1445073	APE_RS03665	882	293	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	661543	664422	-					leuS	1445074	APE_RS03670	2880		old_locus_tag=APE1015,APE_1015
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	661543	664422	-	WP_010866133.1	WP_010866133.1		leucine--tRNA ligase	leuS	1445074	APE_RS03670	2880	959	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	664563	665474	+						1445076	APE_RS03675	912		old_locus_tag=APE1023,APE_1023.1
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	664563	665474	+	WP_010866134.1	WP_010866134.1		dihydrodipicolinate synthase family protein		1445076	APE_RS03675	912	303	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	665527	666162	+						1445078	APE_RS03680	636		old_locus_tag=APE1026,APE_1026.1
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	665527	666162	+	WP_010866135.1	WP_010866135.1		ABC transporter ATP-binding protein		1445078	APE_RS03680	636	211	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	666180	666842	+						1445079	APE_RS03685	663		old_locus_tag=APE1029,APE_1029
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	666180	666842	+	WP_010866136.1	WP_010866136.1		heme exporter protein B		1445079	APE_RS03685	663	220	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	666839	668197	-						1445080	APE_RS03690	1359		old_locus_tag=APE1031,APE_1031.1
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	666839	668197	-	WP_148679281.1	WP_148679281.1		VWA domain-containing protein		1445080	APE_RS03690	1359	452	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	668268	669407	-						1445081	APE_RS03695	1140		old_locus_tag=APE1035,APE_1035.1
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	668268	669407	-	WP_010866138.1	WP_010866138.1		MoxR family ATPase		1445081	APE_RS03695	1140	379	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	669553	669963	+					cdd	1445082	APE_RS03700	411		old_locus_tag=APE1038,APE_1038.1
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	669553	669963	+	WP_010866139.1	WP_010866139.1		cytidine deaminase	cdd	1445082	APE_RS03700	411	136	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	670032	670700	+						1445083	APE_RS03705	669		old_locus_tag=APE1040,APE_1040.1
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	670032	670700	+	WP_010866140.1	WP_010866140.1		hypothetical protein		1445083	APE_RS03705	669	222	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	670707	671204	+						1445084	APE_RS03710	498		old_locus_tag=APE1041,APE_1041
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	670707	671204	+	WP_148678991.1	WP_148678991.1		COG2426 family protein		1445084	APE_RS03710	498	165	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	671246	671680	-						1445085	APE_RS03715	435		old_locus_tag=APE1042,APE_1042.1
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	671246	671680	-	WP_010866142.1	WP_010866142.1		DUF1641 domain-containing protein		1445085	APE_RS03715	435	144	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	671698	672843	-						1445554	APE_RS03720	1146		old_locus_tag=APE1043,APE_1043.1
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	671698	672843	-	WP_010866143.1	WP_010866143.1		NAD(P)/FAD-dependent oxidoreductase		1445554	APE_RS03720	1146	381	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	673174	673923	+						1445086	APE_RS03725	750		old_locus_tag=APE1044,APE_1044
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	673174	673923	+	WP_010866144.1	WP_010866144.1		NADPH-dependent oxidoreductase		1445086	APE_RS03725	750	249	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	673939	675039	-					htpX	1445087	APE_RS03730	1101		old_locus_tag=APE1045,APE_1045.1
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	673939	675039	-	WP_148678992.1	WP_148678992.1		zinc metalloprotease HtpX	htpX	1445087	APE_RS03730	1101	366	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	675165	676019	+						1445089	APE_RS03735	855		old_locus_tag=APE1047,APE_1047.1
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	675165	676019	+	WP_010866146.1	WP_010866146.1		translation initiation factor eIF-2B		1445089	APE_RS03735	855	284	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	676058	677530	+						1445090	APE_RS03740	1473		old_locus_tag=APE1049,APE_1049.1
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	676058	677530	+	WP_010866147.1	WP_010866147.1		ABC transporter substrate-binding protein		1445090	APE_RS03740	1473	490	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	677527	678489	+						1445093	APE_RS03745	963		old_locus_tag=APE1053,APE_1053.1
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	677527	678489	+	WP_010866148.1	WP_010866148.1		iron ABC transporter permease		1445093	APE_RS03745	963	320	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	678476	679225	+						1445094	APE_RS03750	750		old_locus_tag=APE1055,APE_1055.1
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	678476	679225	+	WP_010866149.1	WP_010866149.1		ABC transporter ATP-binding protein		1445094	APE_RS03750	750	249	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	679324	680001	-						1445095	APE_RS03755	678		old_locus_tag=APE1056,APE_1056.1
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	679324	680001	-	WP_148679282.1	WP_148679282.1		TIGR00296 family protein		1445095	APE_RS03755	678	225	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	680209	681249	-						1445096	APE_RS03760	1041		old_locus_tag=APE1059,APE_1059
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	680209	681249	-	WP_010866151.1	WP_010866151.1		4-demethylwyosine synthase TYW1		1445096	APE_RS03760	1041	346	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	681316	682329	-					trxB	1445097	APE_RS03765	1014		old_locus_tag=APE1061,APE_1061.1
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	681316	682329	-	WP_010866152.1	WP_010866152.1		thioredoxin-disulfide reductase	trxB	1445097	APE_RS03765	1014	337	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	682380	682727	-						1445098	APE_RS03770	348		old_locus_tag=APE1063,APE_1063
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	682380	682727	-	WP_010866153.1	WP_010866153.1		hypothetical protein		1445098	APE_RS03770	348	115	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	682835	683446	-						1445099	APE_RS03775	612		old_locus_tag=APE1064,APE_1064
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	682835	683446	-	WP_158298238.1	WP_158298238.1		hypothetical protein		1445099	APE_RS03775	612	203	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	683610	684746	+					sucC	1445100	APE_RS03780	1137		old_locus_tag=APE1065,APE_1065.1
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	683610	684746	+	WP_010866155.1	WP_010866155.1		ADP-forming succinate--CoA ligase subunit beta	sucC	1445100	APE_RS03780	1137	378	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	684768	685646	+					sucD	1445101	APE_RS03785	879		old_locus_tag=APE1072,APE_1072.1
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	684768	685646	+	WP_010866156.1	WP_010866156.1		succinate--CoA ligase subunit alpha	sucD	1445101	APE_RS03785	879	292	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	685671	687278	-						1445102	APE_RS03790	1608		old_locus_tag=APE1073,APE_1073
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	685671	687278	-	WP_148679283.1	WP_148679283.1		DEAD/DEAH box helicase family protein		1445102	APE_RS03790	1608	535	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	687298	687789	-						1445104	APE_RS03795	492		old_locus_tag=APE1078,APE_1078
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	687298	687789	-	WP_010866158.1	WP_010866158.1		hypothetical protein		1445104	APE_RS03795	492	163	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	688007	688714	+						1445105	APE_RS03800	708		old_locus_tag=APE1080,APE_1080.1
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	688007	688714	+	WP_010866159.1	WP_010866159.1		hypothetical protein		1445105	APE_RS03800	708	235	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	688868	689794	-					ftsY	1445779	APE_RS03805	927		old_locus_tag=APE1081,APE_1081.1
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	688868	689794	-	WP_010866160.1	WP_010866160.1		signal recognition particle-docking protein FtsY	ftsY	1445779	APE_RS03805	927	308	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	689889	690344	-						1445780	APE_RS03810	456		old_locus_tag=APE1084,APE_1084.1
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	689889	690344	-	WP_010866161.1	WP_010866161.1		prefoldin subunit alpha		1445780	APE_RS03810	456	151	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	690350	690616	-						1445555	APE_RS03815	267		old_locus_tag=APE_1084a
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	690350	690616	-	WP_010866162.1	WP_010866162.1		50S ribosomal protein L18a		1445555	APE_RS03815	267	88	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	690613	691314	-						1445781	APE_RS03820	702		old_locus_tag=APE1085,APE_1085
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	690613	691314	-	WP_010866163.1	WP_010866163.1		translation initiation factor IF-6		1445781	APE_RS03820	702	233	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	691407	691721	-						1445782	APE_RS03825	315		old_locus_tag=APE1087,APE_1087.1
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	691407	691721	-	WP_010866164.1	WP_010866164.1		50S ribosomal protein L31e		1445782	APE_RS03825	315	104	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	691740	691895	-						1445556	APE_RS03830	156		old_locus_tag=APE_1087a
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	691740	691895	-	WP_010866165.1	WP_010866165.1		50S ribosomal protein L39e		1445556	APE_RS03830	156	51	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	691947	692294	-						1445557	APE_RS03835	348		old_locus_tag=APE_1087b
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	691947	692294	-	WP_010866166.1	WP_010866166.1		DNA-binding protein		1445557	APE_RS03835	348	115	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	692371	692832	-						1445784	APE_RS03840	462		old_locus_tag=APE1090,APE_1090
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	692371	692832	-	WP_010866167.1	WP_010866167.1		30S ribosomal protein S19e		1445784	APE_RS03840	462	153	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	692838	693164	-						1445785	APE_RS03845	327		old_locus_tag=APE1091,APE_1091
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	692838	693164	-	WP_131160368.1	WP_131160368.1		YhbY family RNA-binding protein		1445785	APE_RS03845	327	108	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	693061	693552	-						1445786	APE_RS03850	492		old_locus_tag=APE1092,APE_1092.1
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	693061	693552	-	WP_010866169.1	WP_010866169.1		ribonuclease P		1445786	APE_RS03850	492	163	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	693527	695335	-						1445787	APE_RS03855	1809		old_locus_tag=APE1094,APE_1094.1
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	693527	695335	-	WP_010866170.1	WP_010866170.1		ATP-dependent DNA ligase		1445787	APE_RS03855	1809	602	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	695697	696863	+						1445789	APE_RS03860	1167		old_locus_tag=APE1098,APE_1098
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	695697	696863	+	WP_010866171.1	WP_010866171.1		RsmB/NOP family class I SAM-dependent RNA methyltransferase		1445789	APE_RS03860	1167	388	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	696860	697279	-						1445790	APE_RS03865	420		old_locus_tag=APE1102,APE_1102
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	696860	697279	-	WP_010866172.1	WP_010866172.1		NOB1 family endonuclease		1445790	APE_RS03865	420	139	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	697242	698084	-						1445791	APE_RS03870	843		old_locus_tag=APE1104,APE_1104.1
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	697242	698084	-	WP_010866173.1	WP_010866173.1		NAD(+)/NADH kinase		1445791	APE_RS03870	843	280	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	698190	699224	+						1445792	APE_RS03875	1035		old_locus_tag=APE1106,APE_1106.1
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	698190	699224	+	WP_010866174.1	WP_010866174.1		class I SAM-dependent methyltransferase family protein		1445792	APE_RS03875	1035	344	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	699271	700527	-						1445793	APE_RS03880	1257		old_locus_tag=APE1109,APE_1109.1
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	699271	700527	-	WP_148678996.1	WP_148678996.1		fructose 1,6-bisphosphatase		1445793	APE_RS03880	1257	418	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	700662	701186	+						1445794	APE_RS03885	525		old_locus_tag=APE1113,APE_1113
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	700662	701186	+	WP_010866176.1	WP_010866176.1		hypothetical protein		1445794	APE_RS03885	525	174	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	701208	702131	-						1445795	APE_RS03890	924		old_locus_tag=APE1114,APE_1114.1
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	701208	702131	-	WP_010866177.1	WP_010866177.1		type II methionyl aminopeptidase		1445795	APE_RS03890	924	307	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	702212	702940	+						1445796	APE_RS03895	729		old_locus_tag=APE1117,APE_1117
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	702212	702940	+	WP_010866178.1	WP_010866178.1		metal-dependent hydrolase		1445796	APE_RS03895	729	242	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	702971	704797	-						1445797	APE_RS03900	1827		old_locus_tag=APE1119,APE_1119.1
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	702971	704797	-	WP_148679284.1	WP_148679284.1		ribosome biogenesis/translation initiation ATPase RLI		1445797	APE_RS03900	1827	608	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	704959	706125	+						1445799	APE_RS03905	1167		old_locus_tag=APE1123,APE_1123.1
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	704959	706125	+	WP_148678997.1	WP_148678997.1		DUF1512 family protein		1445799	APE_RS03905	1167	388	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	706125	706454	+						1445803	APE_RS03910	330		old_locus_tag=APE1127,APE_1127
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	706125	706454	+	WP_010866181.1	WP_010866181.1		hypothetical protein		1445803	APE_RS03910	330	109	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	706474	708192	+						1445805	APE_RS03915	1719		old_locus_tag=APE1129,APE_1129
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	706474	708192	+	WP_010866182.1	WP_010866182.1		methionine--tRNA ligase		1445805	APE_RS03915	1719	572	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	708256	708612	+						1445806	APE_RS03920	357		old_locus_tag=APE1132,APE_1132.1
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	708256	708612	+	WP_010866183.1	WP_010866183.1		30S ribosomal protein S24e		1445806	APE_RS03920	357	118	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	708619	708810	+						1445558	APE_RS03925	192		old_locus_tag=APE_1132a
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	708619	708810	+	WP_010866184.1	WP_010866184.1		30S ribosomal protein S27ae		1445558	APE_RS03925	192	63	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	708868	709917	+						1445807	APE_RS03930	1050		old_locus_tag=APE1135,APE_1135
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	708868	709917	+	WP_010866185.1	WP_010866185.1		N(6)-L-threonylcarbamoyladenine synthase Kae1		1445807	APE_RS03930	1050	349	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	709878	710573	+						1445808	APE_RS03935	696		old_locus_tag=APE1136,APE_1136.1
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	709878	710573	+	WP_010866186.1	WP_010866186.1		Kae1-associated kinase Bud32		1445808	APE_RS03935	696	231	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	710566	711132	+						1445809	APE_RS03940	567		old_locus_tag=APE1138,APE_1138.1
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	710566	711132	+	WP_010866187.1	WP_010866187.1		XTP/dITP diphosphatase		1445809	APE_RS03940	567	188	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	711198	711650	+						1445810	APE_RS03945	453		old_locus_tag=APE1139,APE_1139
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	711198	711650	+	WP_010866188.1	WP_010866188.1		30S ribosomal protein S15		1445810	APE_RS03945	453	150	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	711862	713226	+						1445811	APE_RS03950	1365		old_locus_tag=APE1140,APE_1140.1
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	711862	713226	+	WP_010866189.1	WP_010866189.1		aspartate kinase, monofunctional class		1445811	APE_RS03950	1365	454	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	713211	714272	+					asd	1445812	APE_RS03955	1062		old_locus_tag=APE1143,APE_1143
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	713211	714272	+	WP_148678999.1	WP_148678999.1		aspartate-semialdehyde dehydrogenase	asd	1445812	APE_RS03955	1062	353	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	714269	715267	+						1445813	APE_RS03965	999		old_locus_tag=APE1144,APE_1144.1
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	714269	715267	+	WP_010866191.1	WP_010866191.1		homoserine dehydrogenase		1445813	APE_RS03965	999	332	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	715292	716599	+						1445814	APE_RS03970	1308		old_locus_tag=APE1147,APE_1147.1
